IMSA_DecisionFinal,Applicant_ResponseFinal,IMSA_AcceptedApplicant,WAIVER,IMSA_Graduate,Race_text,IMSA_Graduate,ID_Person,Race_ISBE,IMSA_CurrentStudent,IMSA_AcceptedApplicant,IMSA_Applicant,IMSA_Attendee,Applicant_Year,Applicant_Response1,Applicant_Response2,Applicant_Response3,IMSA_DecisionFinal,IMSA_DecisionOriginal,Home_County,Home_City,Applicant_SATM,Applicant_SATCR,Applicant_SATW
NULL,NULL,No,NULL,NULL,,NULL,19038,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,McHenry,Huntley,560,580,NULL
NULL,NULL,No,NULL,NULL,Asian,NULL,44154,Asian,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,Waitlist,Kane,Carpentersvle,600,540,510
NULL,Rescinded,No,NULL,NULL,Unknown,NULL,44155,Not Reported,NULL,No,Yes,NULL,2016,Rescinded,NULL,NULL,NULL,Waitlist,DuPage,Naperville,680,570,550
NULL,NULL,No,NULL,NULL,,NULL,19069,Black or African American,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Cook,Matteson,510,500,400
NULL,NULL,No,NULL,NULL,Black or African American,NULL,43698,Black or African American,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Will,Manhattan,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,Black or African American,NULL,43699,Black or African American,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Will,Manhattan,NULL,NULL,NULL
NULL,NULL,Yes,NULL,No,"Hispanic or Latino, White",No,33672,Hispanic or Latino,Yes,Yes,Yes,Yes,2014,NULL,NULL,NULL,NULL,No Offer,DuPage,Elmhurst,560,460,NULL
NULL,NULL,No,NULL,NULL,,NULL,19080,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,McLean,Bloomington,NULL,NULL,NULL
NULL,NULL,Yes,NULL,No,White,No,33844,White,Yes,Yes,Yes,Yes,2014,NULL,NULL,NULL,NULL,No Offer,Dekalb,Dekalb,650,600,NULL
NULL,NULL,No,NULL,NULL,White,NULL,44156,White,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Dekalb,Dekalb,630,670,670
NULL,NULL,No,NULL,NULL,,NULL,33845,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,DuPage,Wayne,500,550,NULL
NULL,NULL,No,NULL,NULL,,NULL,19092,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,DuPage,Darien,550,430,470
NULL,NULL,Yes,6,No,Asian,No,10340,Hispanic or Latino,Yes,Yes,Yes,Yes,2013,NULL,NULL,NULL,NULL,No Offer-8th,Kane,Aurora,590,460,500
NULL,NULL,Yes,NULL,Yes,,Yes,9187,Asian,No,Yes,Yes,Yes,2011,NULL,NULL,NULL,NULL,Deferred,McLean,Bloomington,740,560,NULL
NULL,NULL,Yes,2,No,White,No,33846,White,Yes,Yes,Yes,Yes,2014,NULL,NULL,NULL,NULL,No Offer,Lee,Dixon,660,560,NULL
NULL,NULL,No,NULL,NULL,,NULL,19113,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer-8th,Cook,Lansing,450,490,450
NULL,NULL,No,NULL,NULL,,NULL,19113,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Cook,Lansing,490,480,480
NULL,NULL,No,NULL,NULL,White,NULL,40069,White,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Madison,Collinsville,470,560,560
NULL,NULL,No,NULL,NULL,"Hispanic or Latino, Asian",NULL,7290,Hispanic or Latino,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer-8th,Kane,North Aurora,490,380,440
NULL,NULL,No,NULL,NULL,"Hispanic or Latino, Asian",NULL,7290,Hispanic or Latino,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Kane,North Aurora,510,480,NULL
NULL,NULL,No,NULL,NULL,"Asian, White",NULL,19132,Two or More Races,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Lake,Waukegan,570,440,400
NULL,NULL,No,NULL,NULL,,NULL,13120,Black or African American,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Cook,Maywood,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,"Asian, White",NULL,33847,Two or More Races,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Sangamon,Chatham,570,550,NULL
NULL,NULL,No,NULL,NULL,"Hispanic or Latino, White",NULL,19139,Hispanic or Latino,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Kane,Aurora,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,,NULL,33848,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,Waitlist,Cook,Oak Park,600,750,NULL
NULL,NULL,No,NULL,NULL,White,NULL,33849,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Dekalb,Sycamore,570,460,NULL
NULL,NULL,No,NULL,NULL,White,NULL,33849,White,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Dekalb,Sycamore,680,500,500
NULL,NULL,No,NULL,NULL,,NULL,19164,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,St. Clair,Belleville,530,490,NULL
Yes,Accept,Yes,NULL,Yes,White,Yes,19171,White,No,Yes,Yes,Yes,2013,Accept,NULL,NULL,Yes,Waitlist,Lake,Mundelein,660,620,640
NULL,NULL,No,NULL,NULL,"Asian, White",NULL,12542,Two or More Races,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Kane,Batavia,660,640,640
NULL,NULL,No,NULL,NULL,,NULL,19199,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Lake,Grayslake,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,,NULL,33850,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,LaSalle,Streator,490,520,NULL
NULL,NULL,No,NULL,NULL,White,NULL,5422,White,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,Deferred,DuPage,Naperville,680,680,680
NULL,NULL,Yes,NULL,Yes,White,Yes,15361,White,No,Yes,Yes,Yes,2012,NULL,NULL,NULL,NULL,No Offer-8th,Grundy,Diamond,470,440,NULL
NULL,NULL,No,NULL,NULL,"Asian, White",NULL,3165,Two or More Races,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Lake,Round Lake,490,550,NULL
NULL,NULL,No,NULL,NULL,"Hispanic or Latino, White",NULL,33851,Hispanic or Latino,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Kane,Aurora,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,,NULL,33852,Black or African American,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Cook,Chicago,440,360,NULL
NULL,NULL,No,NULL,NULL,,NULL,19240,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Cook,Chicago,490,430,430
NULL,NULL,No,NULL,NULL,,NULL,15365,Black or African American,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Sangamon,Springfield,450,370,370
NULL,NULL,No,NULL,NULL,,NULL,19244,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Kane,Geneva,460,640,NULL
NULL,NULL,No,NULL,NULL,,NULL,19248,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,DuPage,Glen Ellyn,510,480,480
NULL,NULL,Yes,NULL,No,Asian,No,10366,Asian,Yes,Yes,Yes,Yes,2014,NULL,NULL,NULL,NULL,No Offer,Kane,Aurora,520,360,NULL
NULL,NULL,No,NULL,NULL,,NULL,15366,Black or African American,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer-8th,Cook,Chicago,440,430,470
NULL,NULL,No,NULL,NULL,"Black or African American, Native Hawaiian or Other Pacific Islander",NULL,19256,Two or More Races,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Cook,Chicago,550,480,500
NULL,NULL,No,NULL,NULL,,NULL,12045,Black or African American,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Cook,Chicago,610,580,NULL
NULL,NULL,No,NULL,NULL,,NULL,33853,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Champaign,Urbana,550,610,NULL
NULL,NULL,No,NULL,NULL,,NULL,10370,Black or African American,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Cook,Lynwood,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,,NULL,9188,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Williamson,Carterville,470,490,NULL
NULL,NULL,Yes,NULL,No,White,No,19293,White,Yes,Yes,Yes,Yes,2013,NULL,NULL,NULL,NULL,No Offer-8th,Cook,Northbrook,700,620,630
NULL,NULL,No,NULL,NULL,,NULL,33854,Asian,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,DuPage,West Chicago,550,530,NULL
NULL,NULL,No,NULL,NULL,White,NULL,44157,White,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,Waitlist,Kendall,Oswego,620,560,530
NULL,NULL,No,NULL,NULL,"Asian, White",NULL,19303,Two or More Races,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Lake,Buffalo Grove,740,560,530
NULL,NULL,No,NULL,NULL,,NULL,33855,Asian,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Will,Plainfield,540,580,NULL
NULL,NULL,Yes,NULL,Yes,,Yes,1474,White,No,Yes,Yes,Yes,2011,NULL,NULL,NULL,NULL,No Offer,Dekalb,Shabbona,640,590,NULL
NULL,NULL,No,NULL,NULL,Asian,NULL,44159,Asian,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,Waitlist,DuPage,Naperville,730,700,630
NULL,NULL,No,NULL,NULL,,NULL,19384,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Will,Romeoville,560,490,400
NULL,NULL,No,NULL,NULL,,NULL,8984,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Lake,Hawthorn Wds,610,580,500
NULL,NULL,No,NULL,NULL,Hispanic or Latino,NULL,5423,Hispanic or Latino,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,DuPage,Aurora,360,380,390
NULL,NULL,No,NULL,NULL,White,NULL,43703,White,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Sangamon,Rochester,500,410,410
NULL,NULL,No,NULL,NULL,,NULL,19412,Asian,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer-8th,DuPage,Woodridge,580,580,510
NULL,NULL,No,NULL,NULL,,NULL,19412,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,DuPage,Woodridge,650,630,650
NULL,NULL,Yes,1,No,"Asian, White",No,14997,Two or More Races,Yes,Yes,Yes,Yes,2015,NULL,NULL,NULL,NULL,No Offer,DuPage,Lombard,720,570,570
NULL,NULL,No,NULL,NULL,,NULL,19420,Asian,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,LaSalle,Mendota,590,520,NULL
NULL,NULL,No,NULL,NULL,,NULL,33856,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Will,Homer Glen,590,610,NULL
NULL,NULL,No,NULL,NULL,,NULL,3475,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,DuPage,Woodridge,440,390,390
NULL,NULL,No,NULL,NULL,,NULL,19430,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Cook,Arlington Hts,620,480,550
NULL,NULL,No,NULL,NULL,,NULL,10386,Hispanic or Latino,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Kane,North Aurora,490,540,NULL
NULL,NULL,Yes,2,No,Hispanic or Latino,No,33674,Hispanic or Latino,Yes,Yes,Yes,Yes,2014,NULL,NULL,NULL,NULL,No Offer,DuPage,Villa Park,530,440,NULL
NULL,NULL,No,NULL,NULL,Unknown,NULL,44160,Not Reported,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Lake,Lincolnshire,690,540,530
NULL,NULL,No,NULL,NULL,Unknown,NULL,44161,Not Reported,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Cook,Schaumburg,570,490,500
NULL,NULL,No,NULL,No,,No,14897,Asian,NO,No,Yes,NO,2013,NULL,NULL,NULL,NULL,No Offer,Lake,Beach Park,570,490,490
NULL,NULL,No,NULL,No,,No,14897,Asian,NO,No,Yes,NO,2014,NULL,NULL,NULL,NULL,Waitlist,Lake,Beach Park,660,520,NULL
NULL,NULL,Yes,NULL,No,Asian,No,42524,Asian,Yes,Yes,Yes,Yes,2015,NULL,NULL,NULL,NULL,No Offer,DuPage,Lemont,650,520,520
Yes,Accept,Yes,NULL,No,Asian,No,42524,Asian,Yes,Yes,Yes,Yes,2016,Accept,NULL,NULL,Yes,Waitlist,DuPage,Lemont,670,620,560
NULL,NULL,No,NULL,NULL,Asian,NULL,44162,Asian,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Cook,Arlington Hts,590,580,520
NULL,NULL,No,NULL,NULL,Asian,NULL,44163,Asian,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,McLean,Bloomington,540,640,440
Yes,Accept,Yes,NULL,Yes,,Yes,19459,Asian,No,Yes,Yes,Yes,2011,Accept,NULL,NULL,Yes,Waitlist,Lake,Vernon Hills,700,680,NULL
NULL,NULL,No,NULL,NULL,,NULL,19460,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Sangamon,Chatham,430,370,400
Yes,Accept,Yes,NULL,Yes,,Yes,6368,Asian,No,Yes,Yes,Yes,2011,Appeal,Accept,NULL,Yes,No Offer,DuPage,Naperville,720,660,NULL
NULL,NULL,No,NULL,NULL,,NULL,19465,Asian,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer-8th,DuPage,Aurora,670,560,650
NULL,NULL,No,NULL,NULL,,NULL,3292,Not Reported,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,DuPage,Aurora,710,590,580
NULL,NULL,Yes,NULL,No,Asian,No,3293,Asian,Yes,Yes,Yes,Yes,2013,NULL,NULL,NULL,NULL,No Offer,Kane,Aurora,510,460,540
NULL,NULL,No,NULL,NULL,,NULL,33857,Not Reported,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,DuPage,Aurora,590,460,NULL
NULL,NULL,No,NULL,NULL,,NULL,19472,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Kane,Batavia,590,590,NULL
NULL,NULL,No,NULL,NULL,,NULL,10393,Hispanic or Latino,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,DuPage,Aurora,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,,NULL,10393,Hispanic or Latino,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,DuPage,Aurora,470,420,450
NULL,NULL,No,NULL,NULL,,NULL,15373,Hispanic or Latino,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Cook,Chicago,480,440,NULL
NULL,NULL,No,NULL,NULL,,NULL,19475,Not Reported,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Cook,Berwyn,500,510,NULL
NULL,NULL,Yes,NULL,Yes,Hispanic or Latino,Yes,19487,Hispanic or Latino,No,Yes,Yes,Yes,2012,NULL,NULL,NULL,NULL,No Offer-8th,Cook,Cicero,400,380,450
NULL,NULL,No,NULL,NULL,Hispanic or Latino,NULL,44164,Hispanic or Latino,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,DuPage,Downers Grove,410,380,340
NULL,NULL,No,NULL,NULL,,NULL,10400,Asian,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,DuPage,Roselle,630,550,NULL
NULL,NULL,Yes,NULL,Yes,Asian,Yes,19496,Asian,No,Yes,Yes,Yes,2012,NULL,NULL,NULL,NULL,No Offer-8th,DuPage,Oak Brook,800,530,NULL
NULL,NULL,No,NULL,NULL,,NULL,30810,Asian,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,DuPage,Naperville,600,550,NULL
NULL,NULL,No,NULL,NULL,,NULL,19505,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer-8th,DuPage,Wheaton,640,560,0
NULL,NULL,No,NULL,NULL,White,NULL,43704,White,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Grundy,Diamond,410,430,430
NULL,NULL,No,NULL,NULL,White,NULL,33858,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,DuPage,Wayne,430,450,NULL
NULL,NULL,No,NULL,NULL,White,NULL,33858,White,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,DuPage,Wayne,570,440,440
NULL,NULL,No,NULL,NULL,"Asian, White",NULL,19556,Two or More Races,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,DuPage,Carol Stream,600,560,NULL
NULL,NULL,No,NULL,NULL,,NULL,19558,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,DuPage,Naperville,450,420,440
NULL,NULL,No,NULL,NULL,,NULL,6116,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer-8th,Cook,Inverness,650,640,650
NULL,NULL,Yes,NULL,Yes,,Yes,19561,White,No,Yes,Yes,Yes,2011,NULL,NULL,NULL,NULL,No Offer,Kane,Aurora,590,460,NULL
NULL,NULL,No,NULL,NULL,,NULL,7331,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Kane,Aurora,530,480,520
NULL,NULL,No,NULL,NULL,,NULL,19581,Asian,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Cook,Morton Grove,620,490,490
NULL,NULL,No,NULL,NULL,,NULL,29717,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer-8th,DuPage,Carol Stream,500,550,520
NULL,NULL,Yes,1,No,Black or African American,No,33616,Black or African American,Yes,Yes,Yes,Yes,2014,NULL,NULL,NULL,NULL,No Offer,Cook,Calumet City,470,420,NULL
NULL,NULL,Yes,2,No,Asian,No,43706,Asian,Yes,Yes,Yes,Yes,2015,NULL,NULL,NULL,NULL,No Offer,Cook,Chicago,500,480,480
NULL,NULL,Yes,NULL,No,White,No,19586,White,Yes,Yes,Yes,Yes,2013,NULL,NULL,NULL,NULL,No Offer,LaSalle,Ottawa,660,580,500
NULL,NULL,No,NULL,NULL,,NULL,13182,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Kane,Batavia,560,670,NULL
NULL,NULL,No,NULL,NULL,,NULL,19596,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,DuPage,Aurora,450,370,380
NULL,NULL,No,NULL,NULL,,NULL,19597,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Kane,Aurora,450,390,480
NULL,NULL,No,NULL,NULL,,NULL,19597,Asian,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Kane,Aurora,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,,NULL,43856,Asian,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,DuPage,Aurora,NULL,NULL,NULL
Yes,Accept,Yes,NULL,No,Asian,No,44165,Asian,Yes,Yes,Yes,Yes,2016,Accept,NULL,NULL,Yes,Waitlist,Kendall,Oswego,660,500,600
NULL,NULL,No,NULL,NULL,,NULL,19620,Not Reported,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Champaign,Champaign,660,520,510
NULL,NULL,No,NULL,NULL,Asian,NULL,44166,Asian,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Will,Naperville,540,520,560
NULL,NULL,Yes,NULL,Yes,,Yes,3478,White,No,Yes,Yes,Yes,2011,NULL,NULL,NULL,NULL,No Offer,Kane,Batavia,660,580,NULL
NULL,NULL,Yes,5,No,White,No,19638,White,Yes,Yes,Yes,Yes,2013,NULL,NULL,NULL,NULL,Deferred,Cook,Chicago,600,640,600
NULL,NULL,Yes,5,No,White,No,30823,White,Yes,Yes,Yes,Yes,2015,NULL,NULL,NULL,NULL,No Offer,Cook,Chicago,500,490,490
NULL,NULL,No,NULL,NULL,Unknown,NULL,44168,Not Reported,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Will,Romeoville,0,0,0
NULL,NULL,No,NULL,NULL,,NULL,19675,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,LaSalle,Ottawa,550,710,NULL
NULL,NULL,No,NULL,NULL,"Black or African American, White",NULL,15383,Two or More Races,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Cook,Park Forest,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,"Black or African American, White",NULL,15383,Two or More Races,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Cook,Park Forest,370,420,420
NULL,NULL,No,NULL,NULL,,NULL,3297,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Kane,Elburn,510,530,NULL
NULL,NULL,No,NULL,NULL,,NULL,19685,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,Waitlist,DuPage,Downers Grove,630,590,640
NULL,NULL,No,NULL,NULL,"Hispanic or Latino, White",NULL,4092,Hispanic or Latino,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Kane,Aurora,510,600,NULL
NULL,NULL,No,NULL,NULL,,NULL,13186,Black or African American,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Cook,Maywood,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,,NULL,19698,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Lake,Round Lk Bch,NULL,NULL,NULL
NULL,NULL,Yes,NULL,Yes,,Yes,8943,Asian,No,Yes,Yes,Yes,2011,NULL,NULL,NULL,NULL,No Offer,DuPage,Naperville,700,680,NULL
NULL,NULL,No,NULL,NULL,,NULL,33859,Black or African American,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Cook,South Holland,480,430,NULL
NULL,NULL,No,NULL,NULL,,NULL,19707,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Kane,North Aurora,610,590,590
NULL,NULL,No,NULL,NULL,,NULL,19714,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Will,Shorewood,620,590,NULL
NULL,NULL,No,NULL,NULL,,NULL,15386,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Sangamon,Chatham,600,480,NULL
NULL,NULL,No,NULL,NULL,,NULL,33684,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Union,Cobden,490,630,NULL
Yes,Accept,Yes,2,No,White,No,39245,White,Yes,Yes,Yes,Yes,2015,Accept,NULL,NULL,Yes,Waitlist,Will,Plainfield,590,480,480
NULL,NULL,Yes,NULL,No,White,No,13191,White,Yes,Yes,Yes,Yes,2014,NULL,NULL,NULL,NULL,No Offer,Kendall,Yorkville,520,460,NULL
NULL,NULL,No,NULL,NULL,,NULL,43709,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Kendall,Yorkville,520,460,NULL
Yes,Accept,Yes,NULL,No,White,No,13191,White,Yes,Yes,Yes,Yes,2015,Accept,NULL,NULL,Yes,Waitlist,Kendall,Yorkville,610,550,550
Yes,Accept,Yes,NULL,Yes,,Yes,19749,White,No,Yes,Yes,Yes,2011,Accept,NULL,NULL,Yes,Waitlist,Will,Joliet,600,530,NULL
NULL,NULL,No,NULL,NULL,,NULL,19751,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Dekalb,Hinckley,600,560,510
NULL,NULL,No,NULL,NULL,,NULL,2697,Hispanic or Latino,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Cook,Lansing,520,470,NULL
NULL,NULL,No,NULL,NULL,Asian,NULL,43710,Asian,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,Waitlist,Kane,Aurora,630,520,520
NULL,NULL,Yes,NULL,Yes,Asian,Yes,19758,Asian,No,Yes,Yes,Yes,2012,NULL,NULL,NULL,NULL,No Offer-8th,Will,Naperville,750,600,640
NULL,NULL,Yes,NULL,Yes,Asian,Yes,19760,Asian,No,Yes,Yes,Yes,2012,NULL,NULL,NULL,NULL,No Offer-8th,DuPage,Naperville,770,620,670
NULL,NULL,No,NULL,NULL,"Hispanic or Latino, White",NULL,7349,Hispanic or Latino,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Kendall,Plano,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,"Hispanic or Latino, White",NULL,19772,Hispanic or Latino,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Kane,Geneva,540,430,450
NULL,NULL,No,NULL,NULL,"Hispanic or Latino, Asian",NULL,40235,Hispanic or Latino,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,DuPage,Aurora,460,520,560
NULL,NULL,No,NULL,NULL,Hispanic or Latino,NULL,43711,Hispanic or Latino,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Kane,Carpentersvle,380,430,430
NULL,NULL,No,NULL,NULL,,NULL,2698,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Sangamon,Springfield,560,690,NULL
NULL,NULL,Yes,NULL,Yes,"Asian, Black or African American",Yes,15391,Two or More Races,No,Yes,Yes,Yes,2011,NULL,NULL,NULL,NULL,No Offer,Kendall,Oswego,520,580,NULL
NULL,NULL,No,NULL,NULL,White,NULL,44171,White,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,DuPage,Lombard,690,660,570
NULL,NULL,No,NULL,NULL,,NULL,19804,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Will,Bolingbrook,560,470,NULL
NULL,NULL,Yes,NULL,Yes,White,Yes,4108,White,No,Yes,Yes,Yes,2012,NULL,NULL,NULL,NULL,No Offer-8th,McLean,Bloomington,560,450,490
NULL,NULL,Yes,NULL,Yes,Asian,Yes,19826,Asian,No,Yes,Yes,Yes,2012,NULL,NULL,NULL,NULL,No Offer-8th,DuPage,Bartlett,750,560,550
Yes,Accept,Yes,NULL,Yes,Asian,Yes,19826,Asian,No,Yes,Yes,Yes,2013,Accept,NULL,NULL,Yes,Waitlist,DuPage,Bartlett,640,570,580
NULL,NULL,No,NULL,NULL,,NULL,33860,Asian,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,McHenry,Algonquin,NULL,NULL,NULL
